id,referenceNumber,availabilities,title,alternativeTitles,workType,physicalDescription,genres,subjects,contributors,production.dates,production.agents,production.places,languages,description,lettering,duration,images,thumbnail.license.label,thumbnail.url,collection.url
g4hxkgxa,,['Closed stores'],The field worker in Indonesia. : Meeting the people.,,Videos,"1 videocassette (18:42 mins.) (DIGIBETA) : sound, black and white.<br/>1 DVD (18:42 mins.) : sound, black and white ; 12cm","['Videocassettes', 'DVDs']","['Population', 'Population Growth', 'Family Planning Services', 'Population Control', 'Indonesia']","['Bucher, Miriam', 'Harto, Sondang H.', 'Soejatni, Dra.', 'Sundarl, Dra.', 'Tera, Max.', 'International Planned Parenthood Federation']",[1957?],,,['English'],"<p>A training film made for Indonesian field workers (with opening credits and dialogue in Malay) which has been repurposed to show their work to other parts of the world. A young woman (Jati) who is a family planning field worker visits the chief administrator of a village to make sure that she is welcome there. With the information she is given, she identifies a family to visit to discuss contraceptive advice. She meets the mother of three young children and agrees to a meeting. The field worker recommends that children are paced two or more years apart as the mother has been unwell and the youngest baby is failing to thrive. The mother has a visit from her mother-in-law and another woman who are a bit sceptical; Jati agrees to return later and speak to the mother with her husband. A young couple with less money discuss the issues around having a large family. The field worker shows the couple the different methods of contraception and ascertains the level of interest for each type. She leaves some literature and a paper fan as a souvenir of the visit. She next visits a woman fitted with an IUD; the woman reports a few side-effects and Jati notes them down. Jati returns to the first house and tells the husband about pacing pregnancies. The traditional 'dukun' or midwife passes the field worker and they greet each other amicably. The fieldworker writes up her notes. Field workers meet together and debrief each other on their experiences.</p>",,,,,,https://wellcomecollection.org/works/g4hxkgxa
vfy3by4c,,['Online'],The field worker in Indonesia. : Meeting the people.,,Videos,"1 encoded moving image (18:41 mins.) : sound, black and white, 16mm",,"['Population', 'Population Growth', 'Family Planning Services', 'Population Control', 'Indonesia', 'International Planned Parenthood Federation']","['Bucher, Miriam', 'Harto, Sondang H.', 'Soejatni, Dra.', 'Sundarl, Dra.', 'Tera, Max.', 'International Planned Parenthood Federation']",[1957?],,,['English'],"<p>A training film made for Indonesian field workers (with opening credits and dialogue in Malay) which has been repurposed to show their work to other parts of the world. A young woman (Jati) who is a family planning field worker visits the chief administrator of a village to make sure that she is welcome there. With the information she is given, she identifies a family to visit to discuss contraceptive advice. She meets the mother of three young children and agrees to a meeting. The field worker recommends that children are paced two or more years apart as the mother has been unwell and the youngest baby is failing to thrive. The mother has a visit from her mother-in-law and another woman who are a bit sceptical; Jati agrees to return later and speak to the mother with her husband. A young couple with less money discuss the issues around having a large family. The field worker shows the couple the different methods of contraception and ascertains the level of interest for each type. She leaves some literature and a paper fan as a souvenir of the visit. She next visits a woman fitted with an IUD; the woman reports a few side-effects and Jati notes them down. Jati returns to the first house and tells the husband about pacing pregnancies. The traditional 'dukun' or midwife passes the field worker and they greet each other amicably. The fieldworker writes up her notes. Field workers meet together and debrief each other on their experiences.</p>",,1121.0,,,,https://wellcomecollection.org/works/vfy3by4c
ers2jdde,,['Online'],BMA world tour : Alternative itinerary. Part 4.,['British Medical Association Round the World Tour and Annual Meeting at Melbourne. 1935'],Videos,"1 encoded moving image (16:41 min.) : silent, black and white.",['Encoded moving images'],"['Travel', 'Voyages around the world', 'Indonesia', 'Australia', 'Bali (Indonesia : Province)', 'Java (Indonesia)', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot on the BMA's World Tour. This reel begins with duplicate material of 'Leaving Melbourne for Sydney and Jenolan Caves on SS Nieuw Zeeland'; the group splits into two parties. One party travelled on the SS Marella via Port Darwin to Java and Singapore and the other via Bali. The film follows the group who go to the caves, travelling along the coast from Sydney to Port Darwin. There is a long shot of a man throwing a boomerang. More larking about on board ship is seen before arrival at Port Darwin. In a hangar, there is a shiny silver Qantas airline plane. Aboriginal men perform for onlookers. The arrives in the Dutch East Indies and Bali. The Bali material is unique to this itinerary. The group arrive at the time of a celebration and Buddhist funeral; there is traditional dancing. In Java there is a funeral procession which is a very simple affair. There are local boys dancing and ram fighting in Ngamplang. At Djocja there is footage of the Sultan's bodyguard and scenes at the impressive Borobudur Temple. A large group of tourists gather and the camera pans across the group.</p>",,1001.0,,,,https://wellcomecollection.org/works/ers2jdde
tj2p65ur,,['Closed stores'],BMA world tour : Alternative itinerary. Part 4.,['British Medical Association Round the World Tour and Annual Meeting at Melbourne. 1935'],Videos,"1 videodisc (DVD) (16:41 mins) : silent, black and white ; 12 cm.","['Videocassettes', 'DVDs']","['Travel', 'Voyages around the world', 'Indonesia', 'Australia', 'Bali (Indonesia : Province)', 'Java (Indonesia)', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",['English'],"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot on the BMA's World Tour. This reel begins with duplicate material of 'Leaving Melbourne for Sydney and Jenolan Caves on SS Nieuw Zeeland'; the group splits into two parties. One party travelled on the SS Marella via Port Darwin to Java and Singapore and the other via Bali. The film follows the group who go to the caves, travelling along the coast from Sydney to Port Darwin. There is a long shot of a man throwing a boomerang. More larking about on board ship is seen before arrival at Port Darwin. In a hangar, there is a shiny silver Qantas airline plane. Aboriginal men perform for onlookers. The arrives in the Dutch East Indies and Bali. The Bali material is unique to this itinerary. The group arrive at the time of a celebration and Buddhist funeral; there is traditional dancing. In Java there is a funeral procession which is a very simple affair. There are local boys dancing and ram fighting in Ngamplang. At Djocja there is footage of the Sultan's bodyguard and scenes at the impressive Borobudur Temple. A large group of tourists gather and the camera pans across the group.</p>",,,,,,https://wellcomecollection.org/works/tj2p65ur
he2ngbgk,,['Closed stores'],BMA world tour. Part 4.,['British Medical Association Round the World Tour and Annual Meeting at Melbourne. 1935'],Videos,"1 videocassette (DIGIBETA) (15:20 mins) : silent, black and white, PAL<br/>1 DVD (15:20 mins) : silent, black and white","['Videocassettes', 'DVDs']","['Travel', 'Voyages around the world', 'Indonesia', 'New Zealand', 'Australia', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",['English'],"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the fourth part of the BMA's World Tour as they travel via New Zealand. They receive a Maori welcome at Rotura. There is footage of the volcanic springs; children bathe in the hot pools of water. Back on board ship, passengers play quoits and swim. The ship arrives in Sydney and goes under the famous harbour bridge. Koala (spelt Kuala) bears are shown feeding. There are establishing views up Collin Street, at the zoo, Parliament Street and Central Railway Street. An intertitle announces, 'Leaving Melbourne for Sydney and Jenolan Caves on SS Nieuw Zeeland'; the group splits into two parties. One party travelled on the SS Marella via Port Darwin to Java and Singapore and the other via Bali. The film follows the group who go to the caves, travelling along the coast from Sydney to Port Darwin. There is a long shot of a man throwing a boomerang. More larking about on board ship is seen before arrival at Port Darwin. In a hangar, there is a shiny silver Qantas airline plane. Aboriginal men perform for onlookers. The final shot is of sunset shot from the ship as the ship arrives in the East Indies.</p>",,,,,,https://wellcomecollection.org/works/he2ngbgk
r26hknzq,,['Online'],BMA world tour. Part 4.,,Videos,"1 encoded moving image (15.22 min.) : silent, black and white",,"['Travel', 'Voyages around the world', 'Indonesia', 'New Zealand', 'Australia', 'British Medical Association']",,"UK, c.1935.",,"['UK,']",,"<p>This amateur film, which has been edited semi-professionally with additional intertitles and maps to orientate the viewer, consists of footage shot in the fourth part of the BMA's World Tour as they travel via New Zealand. They receive a Maori welcome at Rotura. There is footage of the volcanic springs; children bathe in the hot pools of water. Back on board ship, passengers play quoits and swim. The ship arrives in Sydney and goes under the famous harbour bridge. Koala (spelt Kuala) bears are shown feeding. There are establishing views up Collin Street, at the zoo, Parliament Street and Central Railway Street. An intertitle announces, 'Leaving Melbourne for Sydney and Jenolan Caves on SS Nieuw Zeeland'; the group splits into two parties. One party travelled on the SS Marella via Port Darwin to Java and Singapore and the other via Bali. The film follows the group who go to the caves, travelling along the coast from Sydney to Port Darwin. There is a long shot of a man throwing a boomerang. More larking about on board ship is seen before arrival at Port Darwin. In a hangar, there is a shiny silver Qantas airline plane. Native Aborginal men perform for onlookers. The final shot is of sunset shot from the ship as the ship arrives in the East Indies.  1 segment.</p>",,922.0,,,,https://wellcomecollection.org/works/r26hknzq
qa3zvpz9,,['Closed stores'],The monkey business.,,Videos,"1 videocassette (VHS) (26 min.) : sound, color, PAL.",['Videocassettes'],"['Cebidae', 'Animal Use Alternatives', 'Animal Welfare']",,"[Place of publication not identified] : Thames Television, 1992.",['Thames Television'],['[Place of publication not identified]'],['English'],"<p>An undercover exposure of the activities of Shamrock Farms, Britain's biggest dealers in monkeys for use in medical research both here and in other European countries. The organisation maximises its profits by using animals snatched from the wild, in Mauritius and Indonesia. The camera witnesses the brutal methods of the trappers and the inhumane conditons under which the animals are shipped to Britain and in which they are kept on arrival.</p>",,,,,,https://wellcomecollection.org/works/qa3zvpz9
sjzk75tk,,['Closed stores'],Tree man - the cure.,,Videos,"1 DVD (60 min.) : sound, color, PAL.",['DVDs'],"['Dermatology', 'Immune System', 'Warts']","['Gaspari, Anthony.', 'Sutedja, Endang.', 'Sudjana, Hardisiswo.', 'Kartasasmita, Cissy.']","UK : Five, 2009.",['Five'],['UK'],['English'],"<p>This is a follow-on documentary to 'Half Man Half Tree' which features 36-year-old Dede who lives in Jakarta, Indonesia, and has an extremely unusual condition which has led to his body becoming covered in branch-like structures. Dede's only income is as a performer in an Indian circus troupe, a psychologically cruel and physiologically painful means of supporting his family. Dr Anthony Gaspari, Chairman of the Department of Dermatology, University of Maryland ran tests on Dede and believed his condition was due to an infestation of a rare wart virus which had run out of control because of his extremely weak immune system. He wanted to treat Dede's condition with drugs  rather than surgery. However the medical team at Hasan Sadikin Hospital want to operate on Dede and the Indonesian government encourage a huge media circus and admit him to the hospital for an intensive 6-month period of surgery. The surgery is shown in some detail. Eventually Dr. Gaspari is invited to Indonesia to present his plan to help Dede without relying on surgery alone - the wart virus is so virulent it will grow back quickly despite surgery. In the end Dede undergoes a combination of surgery and chemotherapy. He returns home in the hope that one day he will be completely cured.</p>",,,,,,https://wellcomecollection.org/works/sjzk75tk
m7t7v75t,,['Closed stores'],Freak show family.,,Videos,"1 DVD (60 min.) : sound, color, PAL.",['DVDs'],"['Freak shows', 'Ichthyosis, Lamellar', 'Surgery, Plastic', 'Neurofibromatoses', 'General Surgery', 'Craniofacial']","['Koppel, David A.', 'Diah, Enrina.', 'Carter, Ed.']","UK : Five, 2009.",['Five'],['UK'],['English'],"<p>In Indonesia, a travelling group of circus performers, known as The Clan has disbanded following publicity surrounding the treatment of Dede, the Tree Man [see Half Man, Half Tree (3901D) and Tree Man (4293)]. Four members of the troupe with severe dermatological and craniofacial deformities have been brought to the attention of British consultant craniomaxillofacial surgeon David A. Koppel. The members of The Clan who will meet Koppel are Mr. Sahi the Bubble Man, Mr. Sakim the Elephant Man, Miss Esse the Melting Lady and Mr. Mamat the Snake Man. Unfortunately Miss Esih becomes too unwell to see Keppel. Two of the remaining men have neurofibromatosis and one has a rare skin condition, lamellar ichthyosis. Of the remaining three, Mr. Sakim's family will not allow him to receive treatment, but Mr. Mamat gets medicines to ease his condition and Mr. Sahi undergoes surgery to remove some of the more troublesome tumours on his face and body - his surgery is shown in some detail.</p>",,,,,,https://wellcomecollection.org/works/m7t7v75t
uebkju8w,,['Closed stores'],Half man half tree.,,Videos,"1 DVD (60 min.) : sound, color.",['DVDs'],['Warts'],"['Gaspari, A.']","UK : Five, 2008.",['Five'],['UK'],['English'],"<p>In Jakarta, Indonesia, 36-year-old Dede has an extremely unusual condition which has led to his body becoming covered in branch-like structures. Dede has two children but his wife left him due to his condition and his inability to work leaving their children to be being raised by his sister in the village. Dede's only income is as a performer in an Indian circus troupe, a psychologically cruel and physiologically painful means of supporting his family. Dr. A. Gaspari, Chairman of the Department of Dermatology, University of Maryland, visits Dede to attempt to diagnose Dede's condition. He takes biopsies, tests Dede's immune system and runs genetic tests on Dede's whole family. Gaspari favours medical treatment rather than surgical. Not so in the case of Ion from Rumania who has a similar condition to Dede and is operated on by Dr. Laskar in Bucharest to remove multiple warts from his hand, a procedure which has mixed results and may not provide long-term relief. Dr. Gaspari discovers that Dede's condition is caused by his very low immune system and a voracious wart virus. He devises a treatment that should lead to the complete disappearance of the warts but Dede does not take him up on the offer, preferring for the time being to continue working with the circus troupe.</p>",,,,,,https://wellcomecollection.org/works/uebkju8w
gtkgeqzk,,['Closed stores'],The lost tribes of humanity.,,Videos,"1 DVD (60 min.) : sound, colour ; 12 cm.",['DVDs'],"['Genetics', 'Neanderthals', 'Humans', 'Evolution']","['Harrison, Gilesa', 'Roberts, Alice', 'Finlayson, Clive', 'Stringer, Chris', 'Lord, John', 'Pääbo, Svante', 'Martinon-Toures, Maria', 'Shackelford, Laura', 'Demeter, Fabrice', 'Kelso, Janet', 'Akey, Joshua', 'British Broadcasting Corporation. Television Service']",2016.,,,['English'],"<p>Presented by Professor Alice Roberts, this programme explores how recent research and genetic techniques have given us insight into the four distinct groups of humans who lived on the planet at the same time as ourselves; examining the complexity of human evolution. Roberts starts with the Neanderthals, travelling to Gibraltar where Prof Clive Finlayson of the Gibraltar Museum has been studying a cave system which contains the final refuge of the Neanderthals. Finlayson explains how the stereotypes regarding Neanderthals have been proven wrong  evidence shows they were not only very cultured, but even capable of abstract thought, an ability that was previously thought to be exclusive to Homo sapiens. Professor Chris Stringer of the Natural History Museum, who has spent the last 30 years investigating the similarities and differences between modern humans and Neanderthals, explains that the two groups shared much of the same behaviour. With master flint knapper John Lord, Stringer looks at the tools Neanderthals used, which were the result of an exchange of ideas between the two groups. These interactions between Neanderthals and modern humans also helped our ancestors learn how to deal with the colder temperatures outside Africa. Professor Svante Pääbo, a geneticist from the Max Planck Institute for Evolutionary Anthropology, then recounts how the excavation of a small finger bone in a cave in Siberia led to his team discovering the genome of an entirely new human group, which they called the Denisovans. So did modern humans come in contact with the Denisovans? The discovery of modern human teeth in Daoxian in China enabled archaeologist Dr Maria Martinón-Torres of UCL and her colleagues at the Chinese Academy of Sciences to date the move out of Africa at around 100,000 years ago. This means that our ancestors would have been living in Asia and Europe at the same time as Denisovans and Neanderthals. Anthropologists Dr Laura Shackelford and Dr Fabrice Demeter then recount the discovery of the third extinct human group, Homo floresiensis, in the small island of Flores in Indonesia. This species were nicknamed hobbits due to their small size, the result of island dwarfism. But since so many human groups have been discovered, Professor Roberts asks the pressing question  why did Homo sapiens survive, when all these other groups died out? Professor Stringer discusses the environmental factors that led to the extinction of Neanderthals, and Dr Janet Kelso of the Max Planck Institute explains how the lack of genetic diversity would have been a major factor as well. However, genetic research has allowed us to realise that present-day human beings actually share some DNA with these extinct groups, which Dr Kelso explains was the result of interbreeding. Her team were able to analyse DNA from people all over the world and concluded that those from within Africa generally lacked Neanderthal DNA, whereas people living outside of Africa often did have it as their ancestors had come in contact with Neanderthal groups. They even found traces of Denisovan DNA, particularly among Papua New Guineans, Aboriginal Australians, and Tibetans. Most recently, a fifth Hominin group was discovered by Professor Joshua Akey, a geneticist at the University of Washington. Very little is known about this group as no fossil evidence exists, and thus far they are known simply as an Archaic African group whose DNA can only be found in some parts of central Africa. Professor Roberts explains that all of these recent discoveries have forced us to completely reimagine our linear view of human evolution, and that genetics has made a huge difference to the study of our species.</p>",,,,,,https://wellcomecollection.org/works/gtkgeqzk
zaf6su7c,,['Closed stores'],The boy with a tumour for a face.,,Videos,"1 videocassette (VHS) (60 min.) : sound, color, PAL.",['Videocassettes'],"['Tumors', 'Treatment', 'Facial reconstruction (Anthropology)']",,"UK : Channel Five, 2004.",['Channel Five'],['UK'],['English'],"<p>At two years old several vast tumours spread over the face of Indonesian boy Novemthree, blinding him and leaving him with breathing, speaking and eating problems. At five he had the largest facial tumour in medical history. This documentary charts fifteen weeks in which four complex operations are performed to remove growths, restore his eyesight - and save his life. Contains footage of the operations.</p>",,,,,,https://wellcomecollection.org/works/zaf6su7c
vx22ucdh,,['Closed stores'],The boy with a tumour for a face.,,Videos,"1 videocassette (VHS) (60 min.) : sound, color, PAL.",['Videocassettes'],"['Tumors', 'Treatment', 'Facial reconstruction (Anthropology)']",,"UK : Five, 2005.",['Five'],['UK'],['English'],"<p>At two years old several vast tumours spread over the face of Indonesian boy Novemthree, blinding him and leaving him with breathing, speaking and eating problems. At five he had the largest facial tumour in medical history. This documentary is a follow-up to one with the same name broadcast at the end of 2004. We see how the previous surgery certainly helped Novemthree but the predictions of his future care have taken a depressing turn and after only a year Novemthree's tumours have grown substantially. He returns to the Tzu Chi Foundation (a unique Buddhist-inspired hospital) for more surgery. Unfortunately tragic complications meant that Novemthree's surgery was postponed and he died before it took place.</p>",,,,,,https://wellcomecollection.org/works/vx22ucdh
efs6djnt,,['Closed stores'],"Darwin's dangerous idea. Part 3, Life and death.",,Videos,"1 DVD (60 min.) : sound, color, PAL",['DVDs'],"['Extinction (Biology)', 'Environmentalism', 'Biological Evolution', 'Selection, Genetic', 'Ecology', 'Pesticides', 'adverse effects', 'Ecosystem', 'Darwin, Charles, 1809-1882.', 'Wallace, Alfred Russel, 1823-1913.', 'Haeckel, Ernst, 1834-1919.', 'Morris, William, 1834-1896.', 'Tutt, James W.', 'Elton, Charles S. (Charles Sutherland), 1900-1991.', 'Carson, Rachel, 1907-1964.', 'Lovelock, James.']","['Marr, Andrew, 1959-']","UK : BBC 2, 2009.",['BBC 2'],['UK'],['English'],"<p>The third in a very informative three-part series in which Andrew Marr looks in depth at all aspects of Darwin's theory of evolution by natural selection. This part looks at how the way we inhabit the earth is leading to mass extinction and how we've struggled to understand and accept the full implications of Darwin's legacy. Marr looks back at how Darwin's theory of natural selection upset the Victorian people of his tme and led to his fears at publishing his research. However, in the Indonesian jungle, naturalist Alfred Russel Wallace was reaching similar conclusions to Darwin. He wrote to Darwin and Darwin was finally impelled to publish. Following this, Ernst Heckel founded the science of ecology; Wallace noted the way in which extinction could be induced by the interference of man rather than being a natural part of evolution. Darwin's final book was on worms and showed how vital the earthworm is to our lives. The effects of industrialisation led to huge concerns about our changing relationship with nature; William Morris, in particular, campaigned to save the beauty of the English countryside. But it wasn't until the arrival of moth enthusiast James W Tutt that Darwin's theory was connected to the effect of industrialisation on evolution. His discovery showed that in industrialised areas, the black version of the peppered moth survived and increased, while the paler variety became extinct. This provided proof that the behaviour of humankind on their environment could directly influence the path of evolution. Other ecological studies ensued, leading to Rachel Carson's publication of 'Silent Spring,' which looked into the dangers of pesticides; a book now regarded as the original battle cry for the modern environmental movement. James Lovelock expanded Darwinian theory to describe a global ecosystem based on biological feedback. He called this the Gaia hypothesis. This coupled with the first view of our planet taken from the surfaceof the earth, led to the beginnings of environmentalism.</p>",,,,,,https://wellcomecollection.org/works/efs6djnt
thaqfwqh,,['Closed stores'],The professional beggar.,,Videos,"1 videocassettes (VHS) (60 min.) : sound, color, PAL.","['Videocassettes', 'Documentary television programmes']","['Ophthalmology', 'Eye Diseases', 'surgery']",,"[Place of publication not identified] : ITV, [1994?]",['ITV'],['[Place of publication not identified]'],['English'],"<p>Oliver Foot, executive director of Orbis, describes the work of this medical charity which takes eye surgery to the developing world by means of a hospital plane. His own role is that of fundraiser, a demanding and increasingly difficult role which involves him in continual, worldwide travel in search of patrons. The plane acts both as operating theatre and teaching hospital and is the oldest DC8 still flying. Eye conditions examined and treated as the film follows the plane to Albania, the Sudan and Burma include cataracts, detached retina, corneal blindness and trachoma.</p>",,,,,,https://wellcomecollection.org/works/thaqfwqh
qzz7j9a8,,['Closed stores'],Don't panic. How to end poverty in 15 years.,,Videos,"1 DVD (59 min.) : sound, colour ; 12 cm.",['DVDs'],"['Poverty', 'Diet', 'Population', 'Child Mortality', 'Malawi', 'Cambodia']","['Rosling, Hans', 'Hillman, Dan']",,,,['English'],"<p>Professor Hans Rosling presents this episode of the BBC’s ‘This World’ Series: ‘Don’t Panic: How to End Poverty in 15 years’. Presenting in front of a live studio audience Rosling discusses poverty around the world and global efforts to deal with this problem. The main premise of the show is examining the United Nations 2015 Millennium Goal 1.1 aiming to eradicate extreme poverty by 2030. After questioning the audience on their perceptions of poverty, Rosling explains the difference between ‘relative’ and ‘extreme poverty’ and uses projected graphs, diagrams and statistics to demonstrate his points on the history of poverty and the relative decline since 1800. Footage of a family from Malawi serves as a case study into people living in extreme poverty. A young family from Cambodia serve as another case study into a family who can enjoy some basic luxuries due to a growing economy.</p>",,,,,,https://wellcomecollection.org/works/qzz7j9a8
tfew5r2q,,['Closed stores'],Four born every second.,,Videos,"1 DVD (60 min.) : sound, color, PAL",['DVDs'],"['Poverty', 'Maternal-Child Health Centers', 'Child Mortality', 'Child Welfare', 'trends', 'San Francisco (Calif.)', 'Sierra Leone', 'Great Britain', 'Cambodia']",,"UK : BBC 1, 2012.",['BBC 1'],['UK'],['English'],"<p>This programme chronicles four births taking place in relative levels of poverty across four countries; America, England, Sierra Leone and Cambodia. The documentary is part of a BBC series; ‘Why Poverty?’ and is a cross-media event, spanning 70 broadcasters in 180 countries. The main focus of the series is; why do one billion people globally live in poverty? The documentary opens by posing the question ‘Is it worse to be born poor or die poor?’ Following the pregnancies and births of four women, all of whom would be defined as poor within their respective countries, the documentary discusses the ‘birth right lottery’; depending on your country of birth, the opportunities available to you, whether you are going to thrive or struggle, depends on where you were born. The documentary follows Starr, a 37 year old married mother of four living in San Francisco, California. Although her baby Billy-Jean has a life expectancy of 78, the United States has one of the worst child mortality rates in the developed world. Starr is shown attending the San Francisco Prenatal Programme, set up by Martha Ryan 22 years previously. In its first year the programme had taken into its care 72 expectant mothers; this year that number had reached 517. Ryan believes that this is evidence of a growing gap between those who have and those who have not in American society. The program then moves to Sierra Leone where Hawa is expecting her fifth child. According to the documentary, nineteen of the twenty worst countries to be born into are situated in Africa; Sierra Leone is at the bottom of the table. According to statistics, in Sierra Leone the average life span is just 49 and the country suffers from a high child mortality rate. Visiting the Gondama Referral Centre, Dr Philip De Almada and Dr Claire Fotheringham tell of their aim to reduce the maternal mortality rate by 75%; from 1 in 8 to 1 in 25. Dr Fotheringham worked out that it cost as little as €1.7 per mother for their treatment and care. Dr Almada believes that the world is rich enough but it is a question of redistribution of that money. The documentary then travels to Cambodia where Nuang is seen with her two children. Her older son must collect empty bottles and cans for money as they have no other source of income. Nuang’s adopted daughter was abandoned at one month; she is now five, living in Cambodia means that she is more likely to suffer malnutrition than go to high school. Recently in Cambodia pregnant women are now offered free health care, unfortunately Nuang’s third baby; LyLy dies at just two months from unknown causes. Finally the film follows Lisa, 22, a single parent living on benefits in the final stages of her second pregnancy; her daughter Grace was born two years previously. Out of all three women Lisa is the only one that appears relatively happy with her life, saying that although people may have more than her, she is happy with what she has got. Of all four countries the UK has the longest life expectancy, many living to see their 100th birthday. The programme attempts to give a worldwide perspective on poverty, revealing the real losers in the birth right lottery. The film has rather shocking footage featuring scenes of still births and statistics about child mortality.</p>",,,,,,https://wellcomecollection.org/works/tfew5r2q
znp4m9zg,,['Closed stores'],Hepatitis B.,,Videos,"1 DVD (25 min.) : sound, color, PAL.",['DVDs'],"['Hepatitis B', 'Vaccination']","['Larson, Heidi.', 'Thursz, Mark.']","UK : BBC, 2005.",['BBC'],['UK'],['English'],"<p>The sixth in an 8-part series investigating diseases from around the globe. Each programme features a single disease and looks at attempts to develop treatments that are effective and affordable to the world's poor who make up the majority of the victims. This part features hepatitis B. Two billion people are infected with the virus worldwide, particularly in the developing world. In Cambodia, the disease is endemic. We see a new vaccine and distribution system being tried out following a new government programme.</p>",,,,,,https://wellcomecollection.org/works/znp4m9zg
p548jbah,,['Closed stores'],Sudden death.,,Videos,"1 videocassette, (VHS) (50 min.) : sound, color, PAL.<br/>1 DVD (50 min.) : sound, color, PAL.","['Videocassettes', 'DVDs', 'Documentary television programmes']","['Death, Sudden', 'etiology', 'Heart Diseases']",,"[Place of publication not identified] : BBC TV, 1991.",['BBC TV'],['[Place of publication not identified]'],['English'],"<p>Sudden, unexplained death through fibrillation, a mysterious heart disturbance that occurs without warning, is a worldwide phenomenon. Horizon's investigation begins in South East Asia and moves to Britain where 50,000 deaths annually are due to this cause. The programme looks at the geographical and circumstantial spread of the syndrome, taking in migrant workers in Singapore, voodoo deaths, cot deaths and the sudden death of young children caused by the shock of an alarm clock going off.</p>",,,,,,https://wellcomecollection.org/works/p548jbah
gmzq679e,,['Online'],"Deficiency disease in P.O.W., Royal Naval Hospital, Sydney.",,Videos,"1 encoded moving image (11 min.) : sound,black and white",,"['World War, 1939-1945', 'Deficiency Diseases', 'Gait', 'Ataxia', 'Australia']",,"Australia : [publisher not identified], 1945-46.",['[publisher not identified]'],['Australia'],['English'],"<p>This film shows symptomatology and treatment of deficiency disease in internees and prisoners of war from Hong Kong and Singapore interned by the Japanese between 1941 and 1945. There is a sound narrative as well as rolling intertitles. The clinical features shown include optic atrophy and corneal scarring, foot-rot, loss of proprioceptor sensation and knee reflexes, ataxic and hysterical gaits, unilateral anaesthesias (a man is pricked many times on his legs and feels nothing) and paraesthesias, muscle wasting and ""nerve-deafness"". The patients perform some physiotherapy as a group. It is noted that the patients are treated with vitamin therapy. Unfortunately many of the neurological changes have proved to be permanent. 1 segment.</p>",,618.0,,,,https://wellcomecollection.org/works/gmzq679e
k9m2bqnt,,['Closed stores'],"Deficiency disease in P.O.W., Royal Naval Hospital, Sydney.",,Videos,"1 videocassette (Digibeta) (11 min.) : sound, black and white, PAL.<br/>1 DVD (11 min.) : sound, black and white, PAL.","['Videocassettes', 'DVDs']","['World War, 1939-1945', 'Deficiency Diseases', 'Gait', 'Ataxia', 'Australia']",,"Australia : [publisher not identified], 1945-46.",['[publisher not identified]'],['Australia'],['English'],"<p>This film shows symptomatology and treatment of deficiency disease in internees and prisoners of war from Hong Kong and Singapore interned by the Japanese between 1941 and 1945. There is a sound narrative as well as rolling intertitles. The clinical features shown include optic atrophy and corneal scarring, foot-rot, loss of proprioceptor sensation and knee reflexes, ataxic and hysterical gaits, unilateral anaesthesias (a man is pricked many times on his legs and feels nothing) and paraesthesias, muscle wasting and ""nerve-deafness"". The patients perform some physiotherapy as a group. It is noted that the patients are treated with vitamin therapy. Unfortunately many of the neurological changes have proved to be permanent.</p>",,,,,,https://wellcomecollection.org/works/k9m2bqnt
hv7bh752,,['Closed stores'],Sir John Badenoch in interview with Sir Gordon Wolstenholme.,,Videos,"1 videocassette (VHS) (55 min.) : sound, color, PAL.","['Videocassettes', 'Interviews, Recorded', 'Biographies', 'Memoirs']","['Gastroenterology', 'Education, Medical', 'history', 'Physicians', 'Badenoch, John, Sir, 1920-1996.']",,"UK : Oxford Brookes University, 1986.",['Oxford Brookes University'],['UK'],['English'],"<p>Sir John Badenoch talks to Sir Gordon Wolstenholme about his early life, education and career. He had a Rockefeller scholarship in 1941 and went to the USA to study medicine at Cornell University. There he received his MD and returned to Oxford in 1943 to take his BM exams. He ran his father's practice for some time and in 1949 was back in Oxford where he later became Director of Clinical Studies in the Oxford Undergraduate Clinical School. He talks about his time as a teacher in Nuffield College, Oxford, and his role in overseas medical schools in Sri Lanka, Singapore and India. He said he would like to see Britain doing more to help young doctors from those countries that came here to get more training.</p>",,,,,,https://wellcomecollection.org/works/hv7bh752
