id,referenceNumber,availabilities,title,alternativeTitles,workType,physicalDescription,genres,subjects,contributors,production.dates,production.agents,production.places,languages,description,lettering,duration,images,thumbnail.license.label,thumbnail.url,collection.url
kzr5pgsj,19480i,['Closed stores'],"Siam [Thailand]. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 21.5 x 16.5 cm (8½ x 6½ in.)","['Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1865,,"['No place, unknown, or undetermined']",['English'],"<p>A young man with shaven head [a monk?] squatting on a table, holding a fan. An elaborately-dressed boy [the prince] standing next to him. The boy's hands and feet are coloured pink on the negative. Apparently a enlarged duplicate negative of Thomson's negative number 618</p>","16627 Enl(ar)g(emen)t from Siamese neg. Prince Prachanis

Bears Thomson's negative number: ""616""",,"['sktydeaj', 'wcnqszud']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0055535/full/300,/0/default.jpg",https://wellcomecollection.org/works/kzr5pgsj
t2s27z9h,19494i,['Closed stores'],"Siam [Thailand]. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion : stereograph","['Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1865,,"['No place, unknown, or undetermined']",['English'],"<p>Two men, centre and left, looking at a dwarf, on the right. All are wearing similar [poor] baggy trousers and are bare-chested. They are standing on rush matting in front of a dilapidated brick wall. The two taller men have their heads shaved except for the very top part</p>","Siamese dwarf

Bears Thomson's negative number: ""623""",,"['sfc5sbga', 'mu652z4x']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0056702/full/300,/0/default.jpg",https://wellcomecollection.org/works/t2s27z9h
tenvf3a9,19946i,['Closed stores'],"Siam [Thailand]. Photograph by John Thomson, 1866.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 25.5 x 20.5 cm (10 x 8 in.)","['Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1866,,"['No place, unknown, or undetermined']",['English'],"<p>A clump of tall palm trees, a man climbing the trunk of one on the left</p>","Palmyra palms, Siam

Bears Thomson's negative number: ""1104""",,"['f8gw7u26', 'w7m2459u']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0056218/full/300,/0/default.jpg",https://wellcomecollection.org/works/tenvf3a9
xvveg69b,19482i,['Closed stores'],"Siam [Thailand]. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 21.5 x 16.5 cm (8½ x 6½ in.)","['Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1865,,"['No place, unknown, or undetermined']",['English'],"<p>A young man with shaven head [a monk?] squatting on a table, holding a fan. An elaborately-dressed boy [the prince] standing next to him. Apparently a duplicate negative of Thomson's negative number 618</p>","16627 Enl(ar)g(emen)t Siamese neg. for Prince Prachanis

Bears Thomson's negative number: ""617""",,"['vrnbrzfx', 'u2uzksq3']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0055814/full/300,/0/default.jpg",https://wellcomecollection.org/works/xvveg69b
ykb2y6nu,19472i,['Closed stores'],"Siam [Thailand]. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 25.5 x 20.5 cm (10 x 8 in.)","['Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1865.,,,['English'],<p>A man standing in front of a wicker fence. Tree branches in the background</p>,"Siam, native of Laos, 1865

Bears Thomson's negative number: ""611""",,"['h6t3cmhe', 'edwfunq8']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0055832/full/300,/0/default.jpg",https://wellcomecollection.org/works/ykb2y6nu
j462prwa,WT/D/1/20/1/20/74,"['Closed stores', 'Online']","M0002411: Four people smoking cigars, Thailand","['Previous title, replaced May 2020: Four Natives of Siam, 2 children, smoking cigars']",Archives and manuscripts,1 photograph glass plate negative; 12 x 16.5 cm,,['Tobacco'],,23 October 1931,,,,"Reproduction of a photograph of four people, including 2 children, smoking cigars taken in Thailand. This reproduction was made from an unidentified source.",,,,In copyright,"https://iiif.wellcomecollection.org/thumbs/b33125302_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/j462prwa
bdwqqjm8,WT/D/1/20/1/20/77,"['Online', 'Closed stores']","M0002414: A girl carrying a log, Thailand","['Previous title, replaced May 2020: Native woman of Siam']",Archives and manuscripts,1 photograph glass plate negative; 12 x 16.5 cm,,['Tobacco'],,23 October 1931,,,,Reproduction of a photograph of a girl carrying a log taken in Thailand. This reproduction was made from an unidentified source.,,,,In copyright,"https://iiif.wellcomecollection.org/thumbs/b33125818_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/bdwqqjm8
cr8q286h,19042i,['Closed stores'],"Bangkok, Siam [Thailand]. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 20.5 x 25.5 cm (8 x 10 in.)","['Cityscape photographs', 'Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1865.,,,['English'],"<p>View over roof-tops to Chao Phraya river. A large decorated tower in the right foreground, with an equestrian deity [?] in a niche. Similar to Thomson's negative number 393, but taken at a slightly different angle</p>","R Menam, Bangkok, Siam

Bears Thomson's negative number: ""395""",,"['yzfan9r3', 'ngf8ga5n']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0055726/full/300,/0/default.jpg",https://wellcomecollection.org/works/cr8q286h
f44ehc2d,19040i,['Closed stores'],"Bangkok, Siam [Thailand]. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 20.5 x 25.5 cm (8 x 10 in.)","['Cityscape photographs', 'Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1865.,,,['English'],"<p>View of Chao Phraya river from a height. The courtyard of a temple in the foreground, river behind. Similar to Thomson's negative number 392, but with the sun shining and lacking the two moored boats</p>","R Menam, Bangkok, Siam

Bears Thomson's negative number: ""394""",,"['nxsc9k7j', 'yxwv2k5a']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0055792/full/300,/0/default.jpg",https://wellcomecollection.org/works/f44ehc2d
k6ks23jy,19050i,['Closed stores'],"Bangkok, Siam [Thailand]. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 20.5 x 25.5 cm (8 x 10 in.)","['Cityscape photographs', 'Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1865.,,,['English'],"<p>View of the river with dense foliage in the foreground, houses and temples in the background. In the distance a house under construction. Similar to Thomson's negative number 402</p>","Bangkok Siam 1866 13

Bears Thomson's negative number: ""399""",,"['zzqdwsuf', 'btsvd6mz']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0056096/full/300,/0/default.jpg",https://wellcomecollection.org/works/k6ks23jy
pfyra83e,19464i,['Closed stores'],"Bangkok, Siam [Thailand]. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 20.5 x 25.5 cm (8 x 10 in.)","['Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1865.,,,['English'],"<p>A view of the front half of the royal boat on the river. The prow is adorned with many dragons' heads. The rowers have their paddles raised skywards. Should be combined with Thomson's negative number 609 for the full view. A similar scene to Thomson's negative number 608a, but this is a slightly blurred version. Should be combined with Thomson's negative number 609 for the full view</p>","1st King's state barge, Bangkok, Siam 1866. One of two photographs to join

Signed

Bears Thomson's negative number: ""608""",,"['dz8cvfze', 'zvuaz6w9']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0056618/full/300,/0/default.jpg",https://wellcomecollection.org/works/pfyra83e
qnfnqqzr,19934i,['Closed stores'],"Bangkok, Siam [Thailand]. Photograph by John Thomson, 1866.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 20.5 x 25.5 cm (8 x 10 in.)","['Waterscape photographs', 'Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1866.,,,['English'],"<p>A wide stream with overgrown banks, a path on the left, and three people, one standing near the camera on the right, two monks walking on the opposite bank</p>","Near Bangkok, Siam, 1866. 27 Shade off vignette at left a little

Bears Thomson's negative number: ""1098""",,"['fgmzvvyr', 'vu3efuew']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0055746/full/300,/0/default.jpg",https://wellcomecollection.org/works/qnfnqqzr
ss76xkhp,19476i,['Closed stores'],"Bangkok, Siam [Thailand]. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 25.5 x 20.5 cm (10 x 8 in.)","['Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1865,,"['No place, unknown, or undetermined']",['English'],<p>A Siamese woman seated. Holding right leg over left with left hand</p>,"Siamese woman Bangkok

Bears Thomson's negative number: ""613""",,"['vtmgqjcs', 'z3uvk8jd']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0056626/full/300,/0/default.jpg",https://wellcomecollection.org/works/ss76xkhp
zjem68kj,19936i,['Closed stores'],"Bangkok, Siam [Thailand]. Photograph by John Thomson, 1866.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 20.5 x 25.5 cm (8 x 10 in.)","['Cityscape photographs', 'Wet collodion negatives', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1866,,"['No place, unknown, or undetermined']",['English'],"<p>A view from a balcony across city roof-tops to a river with large sailing-ships, and to the further bank</p>","Manam river, Bangkok, Siam

Bears Thomson's negative number: ""1099""",,"['yumvxyw6', 'afz235dn']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0056118/full/300,/0/default.jpg",https://wellcomecollection.org/works/zjem68kj
a3ck2una,WT/D/1/20/1/20/75,"['Online', 'Closed stores']","M0002412: A boy holding a cigar, Thailand","['Previous title, replaced May 2020: Small native boy of Siam holding a cigar']",Archives and manuscripts,1 photograph glass plate negative; 12 x 16.5 cm,,['Tobacco'],,23 October 1931,,,,Reproduction of a photograph of a boy holding a cigar taken in Thailand. This reproduction was made from an unidentified source.,,,,In copyright,"https://iiif.wellcomecollection.org/thumbs/b33126264_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/a3ck2una
czpxnfpn,WT/D/1/20/1/20/76,"['Online', 'Closed stores']","M0002413: A girl holding a cigar, Thailand","['Previous title, replaced May 2020: Young native girl of Siam holding a cigar']",Archives and manuscripts,1 photograph glass plate negative; 12 x 16.5 cm,,['Tobacco'],,23 October 1931,,,,Reproduction of a photograph of a girl holding a cigar taken in Thailand. This reproduction was made from an unidentified source.,,,,In copyright,"https://iiif.wellcomecollection.org/thumbs/b33126604_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/czpxnfpn
p43vu4m3,,['Online'],"Bangkok, Siam [Thailand]. Gate of Buddhist temple, Bangkok,",,Digital Images,,,,,,,,,Siam 24.,,,['vqfzwfw9'],Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0031007/full/300,/0/default.jpg",https://wellcomecollection.org/works/p43vu4m3
a7gb67ej,,['Online'],Glass negative showing King Mongkut of Siam (Thailand),,Digital Images,,['Wet collodion negatives'],,['J. Thomson'],,,,,"Siam [Thailand]. Photograph by John Thomson, 1866.
A man seated on a throne, wearing a tall crown, rich gold robes and other insignia of office, surrounded by bowls and dishes. King Phra-Paramend-Maha Mongkut, reigned 1851-1868","The late 1st King of Siam, 1866, the state robes.

Bears Thomson's negative number: ""1106""

Signed.",,['cm88au6p'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0051188/full/300,/0/default.jpg",https://wellcomecollection.org/works/a7gb67ej
jg64kawg,,['Online'],Glass negative showing King Mongkut of Siam (Thailand),,Digital Images,,['Wet collodion negatives'],,['J. Thomson'],,,,,"Siam [Thailand]. Photograph by John Thomson, 1866.
A man seated on a throne, wearing a tall crown, rich gold robes and other insignia of office, surrounded by bowls and dishes. King Phra-Paramend-Maha Mongkut, reigned 1851-1868","The late 1st King of Siam, 1866, the state robes.

Bears Thomson's negative number: ""1106""

Signed.",,['re3mezh3'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0051191/full/300,/0/default.jpg",https://wellcomecollection.org/works/jg64kawg
ups2xa6a,,['Online'],Glass negative showing King Mongkut of Siam (Thailand),,Digital Images,,['Wet collodion negatives'],,['J. Thomson'],,,,,"Siam [Thailand]. Photograph by John Thomson, 1866.
A man seated on a throne, wearing a tall crown, rich gold robes and other insignia of office, surrounded by bowls and dishes. King Phra-Paramend-Maha Mongkut, reigned 1851-1868","The late 1st King of Siam, 1866, the state robes.

Bears Thomson's negative number: ""1106""

Signed.",,['waez4puz'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0051190/full/300,/0/default.jpg",https://wellcomecollection.org/works/ups2xa6a
dvacgqsf,19498i,['Closed stores'],"Siam (Thailand]): two dancers. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion : stereograph","['Genre photographs', 'Wet collodion negatives', 'Photographs']","['Dancers', 'Thailand']","['Thomson, J. (John), 1837-1921.']",1865,,['Thailand'],['English'],"<p>Probably photographed on John Thomson's visit to Phetchaburi. Two women with fantastic headgear and long metal fingernail extensions, posing in Siamese dance attitudes on rush matting in front of some dense foliage. The left figure is costumed as a man, the right one as a woman. Similar scene to Thomson's negative number 624. For further details of the elaborate costumes see Paisarn Piemmettawat, loc. cit.</p>","Siamese dancing girls

Bears Thomson's negative number: ""625""",,"['u8zebqv8', 'ajdjggb9']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0056652/full/300,/0/default.jpg",https://wellcomecollection.org/works/dvacgqsf
cxgur25r,567842i,"['Closed stores', 'Online']","Chiengmai Leper Asylum, Thailand: a group of male patients. Photograph, 1921.",,Pictures,1 photograph : (album page 25) : photoprint ; sheet 10.2 x 14.3 cm,['Photographic prints'],"['Leprosy', 'Hospitals', 'Leprosy', 'Patients', 'Chiang Mai (Thailand)']",,1921,,['Thailand'],['English'],,Group of leper men,,['mjmxaxxq'],In copyright,"https://iiif.wellcomecollection.org/image/V0030601/full/300,/0/default.jpg",https://wellcomecollection.org/works/cxgur25r
dy6d5ed4,19454i,['Closed stores'],"A princess of Siam (Thailand). Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 25.5 x 20.5 cm (10 x 8 in.)","['Wet collodion negatives', 'Portrait photographs', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1865.,,,['English'],"<p>Possibly one of the daughters of Prince Nilarat, Prince of Alngkot Kitpreecha. A young child (less than five years old?), wearing a top-knot, heavy bangles at the wrists and ankles, seated on a table. A maidservant holding a fan crouching on the floor before her. For further details see Paisarn Piemmettawat, loc. cit.</p>","Siamese prince ... 1865 maid 29. J. Thomson pho.r

Signed on the negative

Bears Thomson's negative number: ""603""",,"['r3trz9w8', 'g9ypxj5j']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0056104/full/300,/0/default.jpg",https://wellcomecollection.org/works/dy6d5ed4
b2hk695y,WT/D/1/20/1/20/78,"['Online', 'Closed stores']","M0002415: Village showing a number of small buildings, Thailand","['Previous title, replaced May 2020: Siam, native village where natives smoke cigars']",Archives and manuscripts,1 photograph glass plate negative; 12 x 16.5 cm,,,,23 October 1931,,,,Reproduction of a photograph of a village showing a number of small buildings taken in Thailand. This reproduction was made from an unidentified source.,,,,In copyright,"https://iiif.wellcomecollection.org/thumbs/b33127785_0001.jp2/full/!200,200/0/default.jpg",https://wellcomecollection.org/works/b2hk695y
bstjc9nk,19456i,['Closed stores'],"Prince Chulalongkorn of Siam [Thailand]. Photograph by John Thomson, 1865.",,Pictures,"1 photograph : glass photonegative, wet collodion ; glass approximately 25.5 x 20.5 cm (10 x 8 in.)","['Wet collodion negatives', 'Portrait photographs', 'Photographs']","['Thailand', 'Chulalongkorn, King of Siam, 1853-1910.']","['Thomson, J. (John), 1837-1921.']",1865.,,,['English'],"<p>Prince Chulalongkorn, subsequently King Chulalongkorn (1853-1910), aged 12 years, wearing a top-knot, fine traditional Thai clothes and jewellery. Standing in a courtyard of the Grand Palace, Bangkok, between an ornamental table and an urn. For further details see Paisarn Piemmettawat, loc. cit.</p>","The Crown Prince of Siam, 1865. Photo.d by J. Thomson

Signed on the negative

Bears Thomson's negative number: ""604""",,"['apz3v4st', 'm47ds8fm']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0055527/full/300,/0/default.jpg",https://wellcomecollection.org/works/bstjc9nk
avwz3k3f,19481i,['Closed stores'],"Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>A young man with shaven head [a monk?] squatting on a table, holding a fan. An elaborately-dressed boy [the prince] standing next to him. The boy's hands and feet are coloured pink on the negative. Apparently a enlarged duplicate negative of Thomson's negative number 618</p>","16627 Enl(ar)g(emen)t from Siamese neg. Prince Prachanis

Bears Thomson's negative number: ""616""",,"['gkrsx4xj', 'n6fmjuhn']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0020129/full/300,/0/default.jpg",https://wellcomecollection.org/works/avwz3k3f
azt9d5x7,19495i,"['Closed stores', 'Online']","Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint : stereograph,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>Two men, centre and left, looking at a dwarf, on the right. All are wearing similar [poor] baggy trousers and are bare-chested. They are standing on rush matting in front of a dilapidated brick wall. The two taller men have their heads shaved except for the very top part</p>","Siamese dwarf

Bears Thomson's negative number: ""623""",,['fqy2a5nf'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037077/full/300,/0/default.jpg",https://wellcomecollection.org/works/azt9d5x7
b9rderbh,19459i,['Closed stores'],"Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,<p>A young man being carried shoulder high in a ceremonial chair [Palanquin?] past genuflecting crowds outside the Grand Palace. some of the crows are looking round at Thomson. The same ceremony as shown in Thomson's negatives number 606 and 607</p>,"Crown prince coming-of-age ceremony, Siam, 1865

Bears Thomson's negative number: ""605""",,"['n4e65erf', 'yqt8s59x']",Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0020127/full/300,/0/default.jpg",https://wellcomecollection.org/works/b9rderbh
bbgz3ydz,19455i,['Closed stores'],"Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>A young child [less than five years old?], wearing a top-knot, heavy bangles at [his?] wrists and ankles, seated on a table. A servant [?] holding a fly-whisk crouching on the floor before him</p>","Siamese prince ... 1865 maid 29

Signed on negative

Bears Thomson's negative number: ""603""",,"['a3qhh5ey', 'd7d9zbtb']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0020126/full/300,/0/default.jpg",https://wellcomecollection.org/works/bbgz3ydz
c3sma9xh,19479i,"['Closed stores', 'Online']","Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>A large troupe of dancers and musicians, some with elaborate costumes and masks. A thatched hut in the background</p>","Lakon dancers, Siam. 40

Signed on negative

Bears Thomson's negative number: ""615""",,['hhqqbrvc'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037069/full/300,/0/default.jpg",https://wellcomecollection.org/works/c3sma9xh
cmhw83ab,19491i,['Closed stores'],"Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>Two different scenes on one negative. On the left half, one child [a prince?] seated on a chair in the centre, other children seated on ground either side. On the right half the priest stands in the centre, with children seated, kneeling, and standing on the ground around him. A tea casket and teapot on the ground</p>","Siamese Buddhist bonze and pupils

Bears Thomson's negative number: ""621""",,"['v6u44xyf', 'u32z76zv']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0020131/full/300,/0/default.jpg",https://wellcomecollection.org/works/cmhw83ab
ek6c2v2u,19485i,"['Closed stores', 'Online']","Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint : stereograph,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>A young man with shaven head [a monk?] squatting on a table, holding a fan. An elaborately-dressed boy [the prince] standing next to him. Presumably the original of Thomson's negatives number 616 and 617</p>","Siamese priest and royal pupil

Bears Thomson's negative number: ""618""",,['g82xkzap'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037072/full/300,/0/default.jpg",https://wellcomecollection.org/works/ek6c2v2u
exgbfmjr,19499i,['Closed stores'],"Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint : stereograph,"['Genre photographs', 'Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>Two women in traditional costume, with fantastic headgear and long fingernail extensions, posing in Siamese dance attitudes on rush matting in front of some dense foliage. Similar scene to Thomson's negative number 624</p>","Siamese dancing girls

Bears Thomson's negative number: ""625""",,"['dxsf2js7', 'g3y3kh4n']",Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0020133/full/300,/0/default.jpg",https://wellcomecollection.org/works/exgbfmjr
f4gn5wb2,19493i,"['Closed stores', 'Online']","Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint : stereograph,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>A young man wearing ceremonial uniform seated in a decorative interior, the same as in Thomson's negatives number 616-618. He is resting his right arm on a table, holding his sword hilt with his left hand. A peaked cap [képi] of military appearance is on the table, together with tea-making [?] equipment</p>","Siamese Nobel

Bears Thomson's negative number: ""622""",,['xtdrwhbs'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037076/full/300,/0/default.jpg",https://wellcomecollection.org/works/f4gn5wb2
gjgp8d6v,19961i,['Closed stores'],"Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1866.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",['English'],"<p>A well-dressed man sitting cross-legged on a chair of European design. Taken outside, against a plain background, with drapes behind him to the left of the picture</p>","Siamese noble, 1866, Mum (Rachaday ?) 19 1866

Signed in the negative

Bears Thomson's negative number: ""1111""",,"['bqzjvkxv', 't8w28xsq', 'vyear95k']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0020141/full/300,/0/default.jpg",https://wellcomecollection.org/works/gjgp8d6v
gum6nanc,19489i,['Closed stores'],"Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>Two different scenes on one negative, each showing a priest standing in the centre of a group of pupils. Some of the pupils are present in both pictures, but the priests appear to be different in each. Five pupils in the left hand picture, six in the right hand one</p>","Siamese Buddhist priest and pupils

Bears Thomson's negative number: ""620""",,"['n5ee5yw2', 'f5rh6r3j']",Public Domain Mark,"https://iiif.wellcomecollection.org/image/L0020130/full/300,/0/default.jpg",https://wellcomecollection.org/works/gum6nanc
jr998jzp,19467i,"['Closed stores', 'Online']","Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>The front half of the royal barge on the river. The prow is adorned with many dragons' heads. The rowers have their paddles raised skywards. A similar scene to Thomson's negative number 608, but all the rowers are looking towards the camera and the picture is sharp. Should be combined with Thomson's negative number 609 for the full view</p>","Signed on negative

Bears Thomson's negative number: ""608a""",,['w6rsz6th'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037063/full/300,/0/default.jpg",https://wellcomecollection.org/works/jr998jzp
nx57yhe6,19955i,,"Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1866.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>A man and two boys standing on stone flags outside a temple, and one other on the stairs up to the temple by two plants in large pots</p>","Hill, the Kings Buddhist temple, 1865 1866

Bears Thomson's negative number: ""1108""",,"['taqa3mby', 'vcuch4dm', 'nxk7dbum', 'ggvu5dmh', 'd35b467p']",Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0020138/full/300,/0/default.jpg",https://wellcomecollection.org/works/nx57yhe6
q4wcz23x,19483i,"['Closed stores', 'Online']","Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1865.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>A young man with shaven head [a monk?] squatting on a table, holding a fan. An elaborately-dressed boy [the prince] standing next to him. Apparently a duplicate negative of Thomson's negative number 618</p>","16627 Enl(ar)g(emen)t Siamese neg. for Prince Prachanis

Bears Thomson's negative number: ""617""",,['gztjfyf9'],Public Domain Mark,"https://iiif.wellcomecollection.org/image/V0037071/full/300,/0/default.jpg",https://wellcomecollection.org/works/q4wcz23x
rukzccha,19947i,['Closed stores'],"Siam [Thailand]. Photograph, 1981, from a negative by John Thomson, 1866.",,Pictures,1 photograph : photoprint,"['Gelatin silver prints', 'Photographs']",['Thailand'],"['Thomson, J. (John), 1837-1921.']",1981,,"['No place, unknown, or undetermined']",,"<p>A clump of tall palm trees, a man climbing the trunk of one on the left</p>","Palmyra palms, Siam

Bears Thomson's negative number: ""1104""",,"['m5cnfwee', 'kwukarfz']",Attribution 4.0 International (CC BY 4.0),"https://iiif.wellcomecollection.org/image/L0031019/full/300,/0/default.jpg",https://wellcomecollection.org/works/rukzccha
