ACNO,Countries,Title,Description,label
P07243,['Singapore'],Ladder Series II,,0
T05772,['Singapore'],Sea-Stone,"In recent years Kim Lim has chiefly worked in wood or marble. This work relates to sculptures she has made outdoors, where planes of stone are positioned close to the surface of water. In the case of this sculpture carved from Rose Aurora marble, water is not present but is suggested. As in other works she has made which respond to natural forces, this has a strong sense of poetry. At the same time it is a block of particularly beautiful marble and the sculptor has fully exploited its potential of colour and texture by the way she has shaped and worked it.",1
T05772,['Singapore'],Sea-Stone,"In recent years Kim Lim has chiefly worked in wood or marble. This work relates to sculptures she has made outdoors, where planes of stone are positioned close to the surface of water. In the case of this sculpture carved from Rose Aurora marble, water is not present but is suggested. As in other works she has made which respond to natural forces, this has a strong sense of poetry. At the same time it is a block of particularly beautiful marble and the sculptor has fully exploited its potential of colour and texture by the way she has shaped and worked it.",1
P11581,['Singapore'],Dunhuang Series,,0
P11582,['Singapore'],Dunhuang Series II,,1
P11583,['Singapore'],Blue Wash,,0
P11584,['Singapore'],Black Wash,,1
P11585,['Singapore'],Relief,,0
P11586,['Singapore'],Relief,,0
P11587,['Singapore'],Relief,,0
P11588,['Singapore'],A,,0
P11589,['Singapore'],B,,0
P11590,['Singapore'],C,,0
P78319,['Singapore'],Silver on Silver,,0
P78320,['Singapore'],Silver on Black,,0
P78321,['Singapore'],III,"Kim Lim was born in Singapore but trained as an artist in London, where she subsequently spent her life. She was known primarily as a sculptor in wood and marble, but also made a number of prints and drawings. This group of woodcuts was purchased in 1999. A further ten prints were donated by the Contemporary Art Society in memory of Cecily Lowenthal, who was a long serving member of the Tate Guides and a close friend of the artist. Lim had a life-long fascination with the art and philosophies of the East. Her work reflects this interest in its quest for simplicity and in her attempt to distil the essence of natural forms.",1
P78321,['Singapore'],III,"Kim Lim was born in Singapore but trained as an artist in London, where she subsequently spent her life. She was known primarily as a sculptor in wood and marble, but also made a number of prints and drawings. This group of woodcuts was purchased in 1999. A further ten prints were donated by the Contemporary Art Society in memory of Cecily Lowenthal, who was a long serving member of the Tate Guides and a close friend of the artist. Lim had a life-long fascination with the art and philosophies of the East. Her work reflects this interest in its quest for simplicity and in her attempt to distil the essence of natural forms.",1
P78322,['Singapore'],IV,"Kim Lim was born in Singapore but trained as an artist in London, where she subsequently spent her life. She was known primarily as a sculptor in wood and marble, but also made a number of prints and drawings. This group of woodcuts was purchased in 1999. A further ten prints were donated by the Contemporary Art Society in memory of Cecily Lowenthal, who was a long serving member of the Tate Guides and a close friend of the artist. Lim had a life-long fascination with the art and philosophies of the East. Her work reflects this interest in its quest for simplicity and in her attempt to distil the essence of natural forms.",1
P78322,['Singapore'],IV,"Kim Lim was born in Singapore but trained as an artist in London, where she subsequently spent her life. She was known primarily as a sculptor in wood and marble, but also made a number of prints and drawings. This group of woodcuts was purchased in 1999. A further ten prints were donated by the Contemporary Art Society in memory of Cecily Lowenthal, who was a long serving member of the Tate Guides and a close friend of the artist. Lim had a life-long fascination with the art and philosophies of the East. Her work reflects this interest in its quest for simplicity and in her attempt to distil the essence of natural forms.",1
P78323,['Singapore'],V,"Kim Lim was born in Singapore but trained as an artist in London, where she subsequently spent her life. She was known primarily as a sculptor in wood and marble, but also made a number of prints and drawings. This group of woodcuts was purchased in 1999. A further ten prints were donated by the Contemporary Art Society in memory of Cecily Lowenthal, who was a long serving member of the Tate Guides and a close friend of the artist. Lim had a life-long fascination with the art and philosophies of the East. Her work reflects this interest in its quest for simplicity and in her attempt to distil the essence of natural forms.",1
P78323,['Singapore'],V,"Kim Lim was born in Singapore but trained as an artist in London, where she subsequently spent her life. She was known primarily as a sculptor in wood and marble, but also made a number of prints and drawings. This group of woodcuts was purchased in 1999. A further ten prints were donated by the Contemporary Art Society in memory of Cecily Lowenthal, who was a long serving member of the Tate Guides and a close friend of the artist. Lim had a life-long fascination with the art and philosophies of the East. Her work reflects this interest in its quest for simplicity and in her attempt to distil the essence of natural forms.",1
T15938,['Singapore'],Sphinx,"Sphinx 1959 is a sculpture made of three found wooden blocks, assembled so that they sit atop each other. The element at the base is the narrowest of the three. The central element is elongated and has two circular metal rings inserted into it. The element at the top is positioned off-centre and, on one of its flat surfaces, it has a deep groove carved out vertically. Cracks along the grain of the wood suggest its history and uneven drying process. Sphinx was made the year before Kim Lim completed her studies at the Slade School of Fine Art, London. Since being a student at St. Martin’s School of Art and then at the Slade, Lim enjoyed the direct engagement with the material involved in the process of carving wood, working from a given shape and taking away. While still a student, Lim began to salvage, carve and assemble wood off-cuts found in wood yards. Assemblage allowed Lim to create from building blocks, with given forms and histories, and insert them into playful configurations that are harmonious yet seemingly off-balance. Lim did not paint the wood, as she wanted to maintain the original vitality of her materials. Instead, she scorched the surface so that various sections would acquire distinctive textures and reflect the light differently. ‘There was a kind of innocence and an arrogance at the same time,’ Lim later said of her early sculptures of the late 1950s and early 1960s (Kim Lim, interviewed by Cathy Courtney, Artists’ Lives, National Life Stories, British Library, C466/51, 1995, track 8, tape 5, side A, p.103 of the transcript). Like her prints from the same period, such as Shogun 1960 (Tate P07176), these formative sculptures have a distinct sense of wholeness and balance, combined with a certain boldness and rawness. The title Sphinx speaks of the artist’s love of ancient artefacts and evokes the still elegance and eroded surface of the Sphinx of Gaza in Egypt. Lim stated: ‘I found that I always responded to things that were done in earlier civilisations that seemed to have less elaboration and more strength’ (Kim Lim, undated notes from the artist’s personal archive). The tension between simple, clear and at times archaic forms and abstraction remained recurring threads throughout her career. The choice of title might also hinge on the enduring fascination among artists and writers for the hybrid quality of the mythical creature, used as a reference by other artists who experienced displacement, exile and diaspora, as in the case of Hilde Goldschmidt’s The Sphinx 1948 (Tate T03350). Over the years, Sphinx has been displayed in slightly different configurations, but the artist’s estate has confirmed that the correct, original configuration is with the top, ovoid element resting on the thicker part of the middle element rather than on the sloping part. Further reading Kim Lim, interviewed by Cathy Courtney, Artists’ Lives, National Life Stories, British Library, C466/51, 1995.Martin Holman, ‘The Sculpture of Empathy’, in Kim Lim, exhibition catalogue, Camden Arts Centre, London, 1999, pp.11–15.Seth O’Farrell. ‘The Language of Implication’, in Kim Lim, exhibition catalogue, S|2, 2018, pp.21–41. Elena CrippaMay 2021",0
T15938,['Singapore'],Sphinx,"The title of this work speaks of Kim Lim’s love of ancient artefacts. It evokes a mythical hybrid creature, with the head of a human and the body of a lion. While still a student, Lim began to salvage, carve and assemble off-cuts she found in wood yards. This allowed her to create art from building blocks which already had forms and histories. She then combined them into bold and playful configurations. Here, Lim scorched the surface of the wood so different sections would have distinctive textures and reflect the light differently",1
T15939,['Singapore'],Borneo 2 (Steel),"Borneo 2 (Steel) 1964 is a vertically orientated painted steel sculpture that stands on an integral, flat square base. Totemic in nature, it is 1.6 metres tall and comprises the base, a post and, at the top, four non-orthogonal elements. Of these, one develops horizontally and the other three vertically, visually continuing the vertical development of the post and suggesting a degree of feathery lightness. As its subtitle suggests, the work exists in two different versions: a red version made in painted wood, Borneo 2 (Wood) 1964, and this metal version made in spray-painted green steel. Borneo 2 (Steel) was realised after the wooden version and presents a very high, smooth finish. In the 1960s Lim worked with a number of different materials, for a period electing to use painted steel. She drew from a range of cultural and visual traditions while developing an increasingly simple visual language. Borneo 2 (Steel) emphasises structure on a flat plane. The top part appears weightless, a life-size version of a two-dimensional cut-out; while the vertical, square-based ‘column’ suggests volume and strength. Prior to this, as a student in London at St. Martin’s School of Art and then at the Slade School of Fine Art, Lim had made sculptures in wood, enjoying the direct engagement with the material involved in the process of carving, working from a given shape and taking away. She began to salvage, carve and assemble wood off-cuts found in wood yards. In early sculptures such as Sphinx 1959 (Tate T15938), assemblage allowed her to create works from building blocks, with given forms and histories, and insert them into playful configurations that are harmonious yet seemingly off-balance. Lim did not paint the wood, as she wanted to maintain the original vitality of her materials. Instead, she scorched the surface so that various sections would acquire distinctive textures and reflect the light differently. While Kim Lim’s subsequent work remained consistently abstract, the totemic structure and title of Borneo 2 (Steel), together with the formal qualities of its bird-like top part, suggest the possibility of figurative and allegorical readings. It might in part be an homage to the sculptural birds of Constantin Brancusi (1876–1957), an artist Lim admired deeply. It might, given the title, also reference the birdlife of the Southeast Asian island of Borneo. Compared to other artists in Britain who in the early 1960s began working with steel, such as Anthony Caro (1924–2013), Lim opted for more poetic and personal references. Lim was born in Singapore and grew up primarily in the Malaysian peninsula. However, her paternal grandparents had migrated from south China to Sarawak, the Malaysian state on the north coast of Borneo. Hence, the work can be seen as referencing her family history of migration and relocation and her mixed cultural heritage. Further reading Kim Lim, interviewed by Cathy Courtney, Artists’ Lives, National Life Stories, British Library, C466/51, 1995.Martin Holman, ‘The Sculpture of Empathy’, in Kim Lim, exhibition catalogue, Camden Arts Centre, London, 1999, pp.11–15.Seth O’Farrell. ‘The Language of Implication’, in Kim Lim, exhibition catalogue, S|2, 2018, pp.21–41. Elena CrippaMay 2021",1
T15939,['Singapore'],Borneo 2 (Steel),"In the 1960s Kim Lim experimented with many different materials, including steel. In Borneo 2 (Steel) she shows its contrasting qualities. At the top of the work, the bird-like shape appears weightless, like a two-dimensional paper cut-out. By contrast, the square-based column supporting it suggests volume and strength. Lim’s title introduces a personal reference. Her paternal grandparents had migrated to Sarawak, the Malaysian state in the north of Borneo, from southern China.",0
T15940,['Singapore'],Bridge I,,0
T12201,['Philippines'],Cloud Canyons No. 3: An Ensemble of Bubble Machines (Auto Creative Sculptures),"This work is a kinetic sculpture consisting of wooden boxes arranged in a circle on the gallery floor with a tall plastic tube placed at their centre. At the bottom of the tube is a quantity of soapy liquid that is turned into foam by compressors located inside the wooden portions of the sculpture. This results in the foam being projected upwards and out of the tube, forming a jet of bubbles that extends above head-height. The plastic of the tube is clear, such that once the bubbles are released they can be seen rising up inside the tube. The bubbles are produced constantly and form cloud-like clusters at the top of the tube, and once these clusters have been propelled upwards they drop back and slide slowly down the exterior of the tube to its base, where they rejoin the bath of soapy liquid from which they came. Cloud Canyons No. 3: An Ensemble of Bubble Machines (Auto Creative Sculptures) was made by the Filipino artist David Medalla in 1961. It is among the earliest of several ‘bubble machines’ that Medalla produced at the time and first exhibited in 1964 at Signals Gallery in London, a space devoted to international kinetic art that Medalla co-founded that same year. Cloud Canyons No. 3 bears the additional date of 2004, as it was recreated that year for the exhibition Art & The 60s: This Was Tomorrow at Tate Britain in London. Although the materials and construction for Cloud Canyons No. 3 are controlled by Medalla each time it is installed, the sculpture changes constantly once it is on display due to the varying shapes formed by the foam. In an interview in 1979, Medalla noted that he had been attempting with his sculptures to give ‘tangible form to invisible forces ... to find a model which would show the transformation of matter into energy’ (quoted in Araeen 1997, p.11), and the words ‘cloud’ and ‘canyon’ in the work’s title reflect the artist’s interest in the random shapes formed by the earth’s natural processes. The art critic Guy Brett has described the first installation of Cloud Canyons No. 3 in 1964 as follows: The foam was allowed to follow its own aleatory paths, emerging and forming according to its own energies interacting with gravity, air currents, atmospheric pressure, and the shape of the containers ... the analogy with clouds was no exaggeration. It was never the same two days in a row.(Brett 1995, p.53.) In creating his series of Cloud Canyons, Medalla drew on a range of artistic practices as well as scientific theories that were emerging at the time. He was inspired by the ‘auto-destructive’ sculptures of the Polish artist Gustav Metzger, a friend of Medalla who was also involved with Signals Gallery, and by current research into relativity and cellular biology. Medalla has explained that his use of bubbles was also connected to specific childhood memories, including the clouds in tropical sunsets in Manila; watching his mother cooking; a visit to a brewery in Edinburgh; and the frothing mouth of a wounded Japanese soldier he discovered in the family garden. Although his work was inspired by personal experience, Medalla was concerned with breaking the boundary between the spectator and the artwork and intended for viewers to bring their own personal interpretations to the cloud-like forms created by the bubble machines. He said in 1968: The most important thing is to give life to materials, so that instead of finding ourselves separate from them, we find a complete dialogue with the material.(Quoted in Brett 1995, p.62.) Photographs of the bubbles created by Medalla’s work were reproduced in the Signals Gallery Newsbulletin in September 1964. In the accompanying text, Metzger called Medalla ‘the first master of auto-creative art’, implying that Medalla’s practice was a variation on Metzger’s own auto-destructive art. Metzger argued that the bubble machines were ‘capable of achieving not only the most complex forms and motions but also an aesthetic content of the highest order’, and that they were extensions of the work of earlier modernist sculptors such as Constantin Brancusi, Hans Arp, Alexander Calder and Naum Gabo. In 1968, Signals member Paul Keeler showed a copy of the September 1964 Newsbulletin to the artist Marcel Duchamp, who subsequently created an edition of one hundred sculptures entitled Medallic Object that took the form of a medal bursting with bubble-shaped forms. Further readingRasheed Araeen, ‘Conversation with David Medalla’, Black Phoenix, no.3, Spring 1979, pp.10–19.Guy Brett, Exploding Galaxies: The Art of David Medalla, London 1995, pp.50–65.Pamela M. Lee, Chronophobia: On Time in the Art of the 1960s, Cambridge, Massachusetts 2006, pp.126–30. Fiona AndersonMay 2014 Supported by Christie’s.",1
T12201,['Philippines'],Cloud Canyons No. 3: An Ensemble of Bubble Machines (Auto Creative Sculptures),"This work is a kinetic sculpture consisting of wooden boxes arranged in a circle on the gallery floor with a tall plastic tube placed at their centre. At the bottom of the tube is a quantity of soapy liquid that is turned into foam by compressors located inside the wooden portions of the sculpture. This results in the foam being projected upwards and out of the tube, forming a jet of bubbles that extends above head-height. The plastic of the tube is clear, such that once the bubbles are released they can be seen rising up inside the tube. The bubbles are produced constantly and form cloud-like clusters at the top of the tube, and once these clusters have been propelled upwards they drop back and slide slowly down the exterior of the tube to its base, where they rejoin the bath of soapy liquid from which they came. Cloud Canyons No. 3: An Ensemble of Bubble Machines (Auto Creative Sculptures) was made by the Filipino artist David Medalla in 1961. It is among the earliest of several ‘bubble machines’ that Medalla produced at the time and first exhibited in 1964 at Signals Gallery in London, a space devoted to international kinetic art that Medalla co-founded that same year. Cloud Canyons No. 3 bears the additional date of 2004, as it was recreated that year for the exhibition Art & The 60s: This Was Tomorrow at Tate Britain in London. Although the materials and construction for Cloud Canyons No. 3 are controlled by Medalla each time it is installed, the sculpture changes constantly once it is on display due to the varying shapes formed by the foam. In an interview in 1979, Medalla noted that he had been attempting with his sculptures to give ‘tangible form to invisible forces ... to find a model which would show the transformation of matter into energy’ (quoted in Araeen 1997, p.11), and the words ‘cloud’ and ‘canyon’ in the work’s title reflect the artist’s interest in the random shapes formed by the earth’s natural processes. The art critic Guy Brett has described the first installation of Cloud Canyons No. 3 in 1964 as follows: The foam was allowed to follow its own aleatory paths, emerging and forming according to its own energies interacting with gravity, air currents, atmospheric pressure, and the shape of the containers ... the analogy with clouds was no exaggeration. It was never the same two days in a row.(Brett 1995, p.53.) In creating his series of Cloud Canyons, Medalla drew on a range of artistic practices as well as scientific theories that were emerging at the time. He was inspired by the ‘auto-destructive’ sculptures of the Polish artist Gustav Metzger, a friend of Medalla who was also involved with Signals Gallery, and by current research into relativity and cellular biology. Medalla has explained that his use of bubbles was also connected to specific childhood memories, including the clouds in tropical sunsets in Manila; watching his mother cooking; a visit to a brewery in Edinburgh; and the frothing mouth of a wounded Japanese soldier he discovered in the family garden. Although his work was inspired by personal experience, Medalla was concerned with breaking the boundary between the spectator and the artwork and intended for viewers to bring their own personal interpretations to the cloud-like forms created by the bubble machines. He said in 1968: The most important thing is to give life to materials, so that instead of finding ourselves separate from them, we find a complete dialogue with the material.(Quoted in Brett 1995, p.62.) Photographs of the bubbles created by Medalla’s work were reproduced in the Signals Gallery Newsbulletin in September 1964. In the accompanying text, Metzger called Medalla ‘the first master of auto-creative art’, implying that Medalla’s practice was a variation on Metzger’s own auto-destructive art. Metzger argued that the bubble machines were ‘capable of achieving not only the most complex forms and motions but also an aesthetic content of the highest order’, and that they were extensions of the work of earlier modernist sculptors such as Constantin Brancusi, Hans Arp, Alexander Calder and Naum Gabo. In 1968, Signals member Paul Keeler showed a copy of the September 1964 Newsbulletin to the artist Marcel Duchamp, who subsequently created an edition of one hundred sculptures entitled Medallic Object that took the form of a medal bursting with bubble-shaped forms. Further reading Rasheed Araeen, ‘Conversation with David Medalla’, Black Phoenix, no.3, Spring 1979, pp.10–19.Guy Brett, Exploding Galaxies: The Art of David Medalla, London 1995, pp.50–65.Pamela M. Lee, Chronophobia: On Time in the Art of the 1960s, Cambridge, Massachusetts 2006, pp.126–30. Fiona AndersonMay 2014 Supported by Christie’s.",1
T12201,['Philippines'],Cloud Canyons No. 3: An Ensemble of Bubble Machines (Auto Creative Sculptures),"Medalla has described himself as ‘a poet who celebrates physics’, combining science and nature with art. He has made a number of cloud machines which are meant as a kind of living system; the machine produces a steady flow of tiny bubbles that refract light into rainbows. In such works Medalla employs technology to produce forms that are organic, sensual, shifting and playful. The streams of bubbles evoke cells yet also embody the ephemeral, hovering between a material presence and an immaterial nothingness.",1
T15371,['Philippines'],Sand Machine Bahag - Hari Trance #1,"Sand Machine Bahag – Hari Trance #1 is a kinetic sculpture originally conceived by David Medalla in 1963 and refabricated under his authority in 2015. Presented on a white plinth, the artwork takes the form of a shallow metal tray of sand, from the centre of which a small section of silver birch tree protrudes vertically. Atop this is a square pane of glass, from the corners of which are suspended two lengths of bamboo cane. The ends of the bamboo are connected by a length of copper wire threaded with brightly coloured, ornate glass beads. A rotating mechanism concealed in the length of birch creates a slowly turning motion by which the beads create a circular ‘calligraphic’ impression in the sand; a trace which is continuously renewed in each thirty-second rotation. The apparent precariousness of the work’s construction is in keeping with the artist’s ongoing questioning of the generalisation that sculpture must be monumental, static and timeless. The use of organic matter, prevalent across much of Medalla’s work, distinguishes his practice from that of his artistic contemporaries Takis (born 1925) and Jean Tinguely (1925–1991), whose kinetic sculptures were constructed primarily from synthetic and non-organic materials including metal and magnets. Guy Brett – who exhibited Medalla and Takis at his short-lived yet ground-breaking gallery Signals London (1964–6) – coined the term ‘biokinetics’ to describe Medalla’s practice, which draws upon the scientific disciplines of biology and physics, which the artist then additionally inflects with cosmic or fantastical elements through his titles and descriptions. Medalla has made a number of ‘sand machines’, works which are most closely associated with the Signals period of his career. He has described them specifically as ‘a metaphor for the future, when technology will be able to use solar power to help irrigate the world’s deserts’ (David Medalla, quoted in Brett 1995, p.56). Sand Machine Bahag – Hari Trance #1 is thematically aligned with other related works by the artist, being informed by his experiences of migration as he has explained: the initial inspiration for my first sand machine came from my memories of the rice terraces of the mountain provinces of the Philippines, where I spent one year of my boyhood as a student at St. Mary’s School in Sagada. I also witnessed a sandstorm in the Sahara desert on my way to Europe in the spring of 1960 … The other sand machines I made, for the exhibition ‘Force Fields’ curated by Guy Brett at MACBA in Barcelona, and at the Hayward Gallery in London in 1999, were of a more festive nature and reminded me of the happy times I spent on the beaches in the Philippine Islands, like the island of Cebu where my mother came from. (Quoted in Nankervis 2011, accessed 1 August 2018.) The title combines both English and Filipino words – whilst the ‘sand machine’ aspect is mainly descriptive, the word ‘bahaghari’ is broken up by a hyphen. ‘Bahag’ alone refers to the bahag loincloth, a form of indigenous, pre-colonial Filipino dress. When the title is read aloud in its entirety, however, the word bahaghari translates as ‘rainbow’, conjuring up ideas of hope and optimism, specifically in its universal symbolism for LGBT movements across the world. This poetic description exemplifies Medalla’s expanded perception of time and space – abstract concepts that he conflates in his art to create a sense of shared humanity. These characteristics are also central to his series of ‘bubble machines’, such as Cloud Canyons No. 3: An Ensemble of Bubble Machines (Auto Creative Sculptures) 1961, remade 2004 (Tate T12201). Further reading ‘New Projects’, Signals Newsbulletin, vol.1, no.1, August 1964, unpaginated.Guy Brett, Exploding Galaxies: The Art of David Medalla, London 1995.Adam Nankervis, ‘A Stitch in Time: David Medalla’ (interview with the artist), Mousse, no.29, Summer 2011, http://moussemagazine.it/david-medalla-adam-nankervis-2011/, accessed 1 August 2018. Katy WanJuly 2018",1
T15371,['Philippines'],Sand Machine Bahag - Hari Trance #1,"David Medalla challenged the idea that sculpture should be monumental and timeless. Environments that inspired his delicate moving ‘sand machines’ included mountain rice terraces in the Philippines and the Sahara. He described this work as ‘a metaphor for the future, when technology will be able to use solar power to help irrigate the world’s deserts.’ The word bahaghari in the title translates as ‘rainbow’.",0
T12020,['Indonesia'],Saint Sebastian,"Saint Sebastian is a two-channel colour video installation comprising footage of young Japanese women participating in an archery competition. The footage is shown on a white, double-sided projection screen that measures 253 x 450 cm and is hung in the middle of the gallery space. The two films are projected onto either side of the screen and play simultaneously. One video comprises close-up shots that present the archers from behind and from either side. Some of these shots show the women lining up and firing their arrows, while others zoom in to focus on details of their bodies and dress, including their ears, necks and the colourful pins and flowers that decorate their hair. In this film, the archers’ silent concentration contrasts with the sound of a crowd of spectators that is played through speakers that are placed near to the screen. The video projected onto the other side of the screen shows close-up and usually partial shots of the women’s faces as they stretch their bows, fire their arrows and prepare to shoot again. In this video the close-range filming of the women’s faces means that viewers cannot see the archers’ targets, so that it remains unclear whether or not the shots are successful. The women generally do not show strong facial expressions but they frequently look down while readying their bows, and this often gives them a melancholic appearance. This impression is accentuated by the atmospheric electronic music that plays on this side of the screen. The Australian artist Fiona Tan shot the two films on location in Kyoto, Japan, in 2001. They were filmed during the annual Toshiya ceremony, a coming-of-age ritual that has been held in Kyoto’s Sanjûsangen-dô Buddhist temple for more than four hundred years. Every January young men and women come to Kyoto from across Japan to take part in the ceremony, one element of which is a major tournament of kyudo, which the curator Gregor Muir has described as ‘a Japanese style of archery which is not so much about hitting a target, as an exercise in fluidity and smoothness’ (Muir in Tate Modern 2004, p.44). Saint Sebastian was inspired by Tan’s first visit to Japan in 2000 when, during a trip to the Sanjûsangen-dô temple, she found a postcard showing young women practising kyudo. After intensively researching the sport, which had scarcely been documented before, Tan and a small film crew were granted permission to film at the temple during Toshiya. The artist was particularly interested in what she saw as kyudo’s strange combination of themes, ideas and roles, which include ‘traditional ritual and modern day Japanese women, religious practice and military inheritance, youth and cultural history’ (quoted in De Pont Foundation for Contemporary Art 2003, p.49). The title of the work refers to the Christian patron saint of archers and soldiers. The martyrdom of Saint Sebastian, which involved the saint being tied to a stake and shot at with arrows, is a common subject in the history of European painting. In titling her film Saint Sebastian Tan introduces notions of cultural difference, since archery takes on very different associations in kyudo and in the Buddhist context of the Sanjûsangen-dô temple. Tan has outlined the symbolism of archery in the Buddhist faith as follows: There is a Confucian belief that through a person’s archery their true character could be determined. The sound of the string being plucked is supposed to strike fear in evil spirits’ hearts, and the sound of a master-archer shooting is supposed to bring spiritual enlightenment.(Quoted in De Pont Foundation for Contemporary Art 2003, p.50.) Furthermore, Tan has explained that the practice of archery, as well as forming the subject of the film, is itself analogous to filmmaking. In 2003 she drew a comparison between the two through the importance of distance and accuracy: The art of archery and the art of art. The target is so far away that it seems irrelevant. My tools are the camera and the editing table ... A true shot in kyudo is not just one that hits the centre of the target, but one where the arrow can be said to exist in the target before its release.(Quoted in De Pont Foundation for Contemporary Art 2003, p.53.) Tan was born in Indonesia, grew up in Australia and has lived in Europe since the age of eighteen. Her work engages critically with documentary cinema and photography, especially in relation to the representation of different cultures. In the years leading up to the creation of Saint Sebastian Tan made two full-length documentary films, May you live in interesting times 1997 and Kingdom of Shadows 2000 (both on general release). Like Saint Sebastian, these films document practices from various cultures and draw on the history of ethnographic and anthropological cinema. In Saint Sebastian the lack of narration – a technique used in the documentary genre cinéma vérité to suggest that the audience is seeing an unmediated view of the subject – contrasts with the method of cutting between different, often obscured shots and the use of highly evocative music. Each of these techniques draws attention to the artist’s mediation of the women’s appearance and activities. Tan has acknowledged this mediation, stating in 2001 that ‘as an outsider to this culture my touristic gaze cannot be avoided; if anything it will become a part of the piece’ (quoted in De Pont Foundation for Contemporary Art 2003, p.51). Curator Els Hoek has argued that while Tan’s film ‘has unmasked the shameless gaze of the traveller – not to mention the rude manners of the colonialist’, the tender intimacy of the close-up shots in Saint Sebastian equally ‘proves that the mechanical eye can also be in love, be involved with the people whom it registers’ (Hoek in De Pont Foundation for Contemporary Art 2003, p.30). Further reading Akte 1, exhibition catalogue, De Pont Foundation for Contemporary Art, Tilburg 2003, pp.29, 49–53, reproduced pp.54–61. Time Zones: Recent Film and Video, exhibition catalogue, Tate Modern, London 2004, pp.44–5, reproduced pp.101–3.‘Fiona Tan: Artist’s Talk’, 18 November 2004, http://www.tate.org.uk/context-comment/video/fiona-tan-artists-talk, accessed 30 May 2014. Natasha AdamouJune 2014 Supported by Christie’s.",0
P14285,['Singapore'],Dalam,,0
P13507,['Singapore'],A Small Town at the Turn of the Century,"A Small Town at the Turn of the Century is a series of forty square-format c-type photographs taken in Simryn Gill’s home town of Port Dickson in Malaysia. The series exists in an edition of five of which Tate’s copy is number one. The photographs can be shown as a full set, in smaller groups, or as individual works. Although the artist has previously displayed them pinned directly to the wall, they can also be framed. There is no particular order in which they need to be displayed. The photographs feature people whose faces are hidden by tropical fruits, which act as substitutes for heads. Some photographs show a group of people, while others show individuals. Some were taken inside houses; others were taken outside. There are numerous variations on the subjects’ poses and accoutrements, often suggesting work or leisure activities, such as playing golf, fishing or drinking tea. A variety of fruits appear in the series, including watermelons, durians, jackfruits and bunches of bananas. The subjects of the photographs go about their business as if it were normal to have fruit heads. The colourful compositions and absurd combination of fruit heads and human bodies convey a surreal, humorous and cartoon-like aesthetic. As the title suggests, the photographs were taken at the turn of the twenty-first century. A Small Town at the Turn of the Century is representative of Gill’s practice, in which modification and transformation are important concepts. As curator Jessica Morgan has written: ‘Not only do people become fruit, but also books become vegetation, discarded or crushed objects develop mobility, photographs become sculpture, people become books, and books become beads’ (Morgan in Museum of Contemporary Art Sydney 2008, p.60). Transformation is found in Gill’s work on a number of different levels, including artistic genres and media as well as subject matter, questioning and blurring the lines between fixed categorisations. By morphing her sitters’ faces into fruits, Gill equates them with the tropical vegetation associated with their country while leading the artistic genres of portrait and still life to the point of absurdity. The motif of combining human subjects with plants can also be found in a number of Gill’s earlier photographic series. Out of my Hair 1995 (Art Gallery of New South Wales, Sydney), for instance, includes a photograph of a woman who wears a wig made from banana skins. Vegetation 1999 (Art Gallery of New South Wales, Sydney), on the other hand, consists of self-portraits of the artist, whose face is disguised by various plant species local to the landscapes in which the photographs were taken. A Small Town at the Turn of the Century is also representative of Gill’s practices as a whole in its use of natural materials. Her photographs, installations and object-based works often include fruits, fruit skins, tree roots or seeds. While using a cheerful and humorous language, A Small Town at the Turn of the Century nevertheless raises critical questions around identity and postcolonialism. The combination of human subjects with fruits invokes the close relationship between humankind and the plant world and the interrelations between culture and nature. Hiding the faces behind fruits, Gill also shows how identities can be hidden and new ones imposed upon them through visual appearance and habitat. Gill addresses the possibility of multiple and changing identities by demonstrating the arbitrary and manipulable nature of their formation. Furthermore, the playful equation of the Malaysian sitters with tropical fruits raises questions regarding stereotypical associations of other cultures: as with the Malaysian fruits that are exported to the West as exotic products, so Malaysian people are defined by their ‘otherness’. The colourful fruit also playfully allude to traditional memento mori paintings; the lifespan of the fruits, as well as of the people they conceal, is necessarily limited. In addition to photography, Gill’s practice encompasses a variety of other media, including installation, sculpture and writing. As is the case with A Small Town at the Turn of the Century, and the slightly later Dalam 2001 (Tate P14285), her work is often organised in series, challenging rigid typologies and classifications. Further reading Simryn Gill: Selected Work, exhibition catalogue, Art Gallery of New South Wales, Sydney 2002. Simryn Gill, exhibition catalogue, Museum of Contemporary Art Sydney, Sydney 2008. Lena FritschAugust 2013",0
